5	11.46279281
5.02	0
5.04	0
5.06	5.663478578
5.08	0
5.1	5.619088127
5.12	5.597153086
5.14	0
5.16	5.553793292
5.18	0
5.2	5.511100796
5.22	0
5.24	5.469060316
5.26	0
5.28	10.85531407
5.3	0
5.32	0
5.34	0
5.36	0
5.38	0
5.4	0
5.42	5.287559798
5.44	5.268134765
5.46	0
5.48	0
5.5	0
5.52	5.191842773
5.54	0
5.56	0
5.58	0
5.6	5.117731384
5.62	5.099533344
5.64	5.081464419
5.66	0
5.68	5.045708461
5.7	5.028018748
5.72	0
5.74	0
5.76	0
5.78	4.958484602
5.8	0
5.82	4.924434676
5.84	0
5.86	4.890849795
5.88	0
5.9	0
5.92	4.84132381
5.94	0
5.96	0
5.98	0
6	0
6.02	0
6.04	4.745225023
6.06	4.729578745
6.08	4.71403545
6.1	0
6.12	0
6.14	4.668013406
6.16	0
6.18	0
6.2	0
6.22	0
6.24	0
6.26	0
6.28	4.564050158
6.3	0
6.32	0
6.34	0
6.36	9.013397149
6.38	0
6.4	4.478560727
6.42	0
6.44	0
6.46	0
6.48	4.423327715
6.5	0
6.52	0
6.54	0
6.56	0
6.58	0
6.6	4.342990114
6.62	4.329883832
6.64	0
6.66	0
6.68	8.582072262
6.7	0
6.72	0
6.74	4.25288047
6.76	0
6.78	0
6.8	0
6.82	0
6.84	0
6.86	4.178572634
6.88	4.166440156
6.9	0
6.92	4.142385716
6.94	0
6.96	0
6.98	0
7	4.09510206
7.02	4.083449639
7.04	0
7.06	0
7.08	0
7.1	0
7.12	0
7.14	0
7.16	0
7.18	0
7.2	7.962985555
7.22	3.970478249
7.24	3.959524615
7.26	3.948631372
7.28	0
7.3	3.927024072
7.32	0
7.34	0
7.36	0
7.38	3.884512623
7.4	0
7.42	0
7.44	0
7.46	0
7.48	0
7.5	0
7.52	3.812295532
7.54	0
7.56	0
7.58	0
7.6	0
7.62	0
7.64	0
7.66	0
7.68	3.73298797
7.7	0
7.72	3.713675107
7.74	0
7.76	0
7.78	0
7.8	3.675644073
7.82	0
7.84	3.656919833
7.86	0
7.88	0
7.9	0
7.92	0
7.94	0
7.96	3.601877093
7.98	0
8	3.583896757
8.02	0
8.04	0
8.06	3.557261145
8.08	0
8.1	0
8.12	3.531019487
8.14	0
8.16	3.513739619
8.18	0
8.2	0
8.22	0
8.24	0
8.26	0
8.28	6.92580519
8.3	0
8.32	0
8.34	3.438033156
8.36	0
8.38	0
8.4	3.413519308
8.42	0
8.44	3.397370548
8.46	0
8.48	3.381374273
8.5	0
8.52	3.365528334
8.54	0
8.56	6.699661249
8.58	0
8.6	0
8.62	0
8.64	0
8.66	0
8.68	0
8.7	6.592052859
8.72	0
8.74	3.280970702
8.76	3.273494449
8.78	3.266052289
8.8	3.258643991
8.82	6.502538647
8.84	3.243928059
8.86	3.23661997
8.88	0
8.9	0
8.92	0
8.94	0
8.96	0
8.98	6.38691146
9	3.186373711
9.02	0
9.04	6.344607557
9.06	0
9.08	0
9.1	3.151431043
9.12	0
9.14	0
9.16	3.130832036
9.18	12.49610241
9.2	9.351746377
9.22	3.110501415
9.24	0
9.26	3.097094194
9.28	6.180867945
9.3	6.167604858
9.32	9.231598136
9.34	0
9.36	3.064078026
9.38	6.115118724
9.4	3.051068468
9.42	3.044605168
9.44	6.07633857
9.46	3.031760646
9.48	0
9.5	0
9.52	9.038089429
9.54	3.006395103
9.56	3.000120127
9.58	11.97548552
9.6	5.975297404
9.62	8.944355781
9.64	8.925842686
9.66	0
9.68	0
9.7	5.913841334
9.72	8.852553065
9.74	5.889612667
9.76	5.877572896
9.78	2.932791214
9.8	2.92682048
9.82	2.920874097
9.84	8.744855747
9.86	11.63621516
9.88	0
9.9	2.897329117
9.92	2.891502282
9.94	5.771397851
9.96	0
9.98	11.49664832
10	5.736856623
10.02	8.588152384
10.04	5.714058786
10.06	5.70272794
10.08	14.22860529
10.1	0
10.12	17.0070134
10.14	0
10.16	8.470115579
10.18	2.817839517
10.2	8.436986696
10.22	11.22735951
10.24	8.404116974
10.26	8.387778352
10.28	5.58100226
10.3	2.785097239
10.32	13.89857161
10.34	5.548704512
10.36	5.538021843
10.38	16.58214119
10.4	8.275169904
10.42	13.76555056
10.44	2.747850513
10.46	2.742611056
10.48	2.737391624
10.5	10.92876842
10.52	16.36207429
10.54	8.165557032
10.56	5.43342376
10.58	10.84636351
10.6	2.706489229
10.62	5.402813645
10.64	2.69634355
10.66	18.83909513
10.68	8.058821934
10.7	10.72506986
10.72	13.38139831
10.74	13.3565523
10.76	7.999079282
10.78	13.30713729
10.8	18.59559414
10.82	7.954852903
10.84	5.293479824
10.86	10.56752073
10.88	13.18519173
10.9	13.16107153
10.92	5.254815925
10.94	7.867857658
10.96	10.47139192
10.98	7.839282447
11	5.216715262
11.02	7.810914997
11.04	12.99468079
11.06	7.782753054
11.08	7.768748452
11.1	10.33972586
11.12	12.90148436
11.14	7.727036835
11.16	2.571077596
11.18	10.26597095
11.2	12.80962139
11.22	7.672116396
11.24	7.658508635
11.26	10.19326572
11.28	5.087625408
11.3	7.617974835
11.32	2.53485307
11.34	7.591190983
11.36	17.68169644
11.38	7.564595727
11.4	12.58561367
11.42	10.05091611
11.44	5.016701422
11.46	7.511963103
11.48	12.49819959
11.5	4.99061457
11.52	14.94593832
11.54	4.973374293
11.56	7.447198458
11.58	4.956253323
11.6	4.947737191
11.62	12.34812607
11.64	2.465396438
11.66	7.383546583
11.68	4.913964817
11.7	9.811188024
11.72	4.897251826
11.74	9.777876226
11.76	9.761305456
11.78	12.18098882
11.8	7.296249547
11.82	12.13991275
11.84	7.271687391
11.86	9.679291406
11.88	12.07881822
11.9	2.411718106
11.92	9.630744673
11.94	16.82567433
11.96	9.59865128
11.98	2.395671274
12	7.175079175
12.02	14.32636863
12.04	11.91888175
12.06	4.75967545
12.08	7.127736498
12.1	14.23199765
12.12	4.736199977
12.14	11.8210662
12.16	2.360339303
12.18	7.069434334
12.2	14.11577762
12.22	11.74396858
12.24	4.68994078
12.26	11.7057978
12.28	4.674722338
12.3	7.00072546
12.32	6.989404361
12.34	4.652080021
12.36	4.644581527
